index,Textstelle,Metapher,Kandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig
23,Am Schlusse wären die Tendenzen der politischen Richtungen in Deutschland zu beleuchten von den Umsturzbewegungen einerseits bis zur Stagnation und dem Rückschritt andererseits.,0,0,1,Nein,,,X,Am Schlusse wären die Tendenzen der poli- tischen Richtungen in Deutschland zu beleuchten (von den Umsturzbewegungen einerseits bis zur Stagnation und dem Rückschritt andererseits).
24,Die Bearbeitung der gestellten Preisaufgabe soll wissenschaftlichen Wert haben und zugleich gemeinverständlich sein.,0,0,1,Nein,,,X,Die Bearbeitung der gestellten Preisaufgabe soll wissenschaftlichen Wert haben und zugleich gemeinverständlich sein.
25,"Die wichtigste Litteratur ist im Original zu berücksichtigen, und es ist auf die Werke der Autoren in üblicher Adle verweisen.",0,0,1,Nein,,,X,"Die wichtigste Litteratur ist im Original zu berücksichtigen, und es ist auf die Werke der Autoren in üblicher Adle verweisen."
26,"Die eingereichten Arbeiten müssen in deutscher Sprache verfaßt sein und zwar so, daß das Manuskript als druckfertig bezeichnet werden kann.",0,0,1,Nein,,,X,"Die eingereichten Arbeiten müssen in deutscher Sprache verfaßt sein und zwar so, daß das Manuskript als druckfertig bezeichnet werden kann."
27,"Detailuntersuchungen welche als Belege dienen und sich nicht gut in den Text einfügen lassen, können als Anhang gegeben werden.",0,0,1,Nein,,,X,"Detailuntersuchungen welche als Belege dienen und sich nicht gut in den Text einfügen lassen, können als Anhang gegeben werden."
28,Die Preisrichter werden die Arbeiten nach ihrer wissenschaftlichen Durchführung beurteilen ohne Rücksicht auf die Tendenz oder Parteistellung des Verfassers.,0,0,1,Nein,,,X,Die Preisrichter werden die Arbeiten nach ihrer wissenschaftlichen Durchführung beurteilen ohne Rücksicht auf die Tendenz oder Parteistellung des Verfassers.
29,"Das Schiedsgericht besteht aus den Herren Prof. Dr. J. Conrad, Halle, Prof. Dr. D. Schäfer, Heidelberg, und Prof. Dr. H. E. Ziegler, Jena, deren jeder die Arbeiten selbständig beurteilt.",0,0,1,Nein,,,X,"Das Schiedsgericht besteht aus den Herren Prof. Dr. J. Conrad, Halle, Prof. Dr. D. Schäfer, Heidelberg, und Prof. Dr. H. E. Ziegler, Jena, deren jeder die Arbeiten selbständig beurteilt."
30,Durch Vergleichung der Urteile der Preisrichter wird von der unterzeichneten Kommission das Endurteil gebildet.,0,0,1,Nein,,,X,Durch Vergleichung der Urteile der Preisrichter wird von der unterzeichneten Kommission das End- urteil gebildet.
31,"Der Name des Verfassers ist in einem verschlossenen Couvert beizufügen, welches dasselbe Motto trägt.",0,0,1,Nein,,,X,"Der Name des Ver- fassers ist in einem verschlossenen Couvert beizufügen, welches dasselbe Motto trägt."
32,"Die Kommission behält sich das Recht vor, die preisgekrönten Arbeiten unter Wahrung des Eigentumsrechts der Autoren zu publizieren.",0,0,1,Nein,,,X,"Die Kommission behält sich das Recht vor, die preisgekrönten Arbeiten unter Wahrung des Eigentumsrechts der Autoren zu publizieren."
33,Die von der Kommission nicht zur Publikation beanspruchten Arbeiten werden den betreffenden Autoren zurückgeschickt.,0,0,1,Nein,,,X,Die von der Kommission nicht zur Publikation beanspruchten Arbeiten werden den betreffenden Autoren zurückgeschickt.
34,"Januar, Prof. Dr. E. Haeckel, Geh.Rat Prof. Dr. J. Conrad, Prof. Dr. E. Fraas Jena Halle Stuttgart.",0,0,1,Nein,,,X,"Januar 1900, Prof. Dr. E. Haeckel, Geh.-Rat Prof. Dr. J. Conrad, Prof. Dr. E. Fraas (Jena) (Halle) (Stuttgart)."
35,"Die Unterzeichneten machen das Ergebnisund die erteilten Preise öffentlich bekannt Zunächst wird hier ein Teil des Preisausschreibens wiederholt, insbesondere die Bestimmungen welche für die Vergebung der Preise maßgebend waren.",0,0,1,Nein,,,X,"Die Unterzeichneten machen das Ergebnis des Preisausschreibens und die erteilten Preise öffentlich bekannt Zunächst wird hier ein Teil des Preisausschreibens wiederholt, ins- besondere die Bestimmungen welche für die Vergebung der Preise maßgebend waren."
36,"Dezember vorigen Jahres  Abhandlungen, Schriften und Bücher eingesandt, davon  aus Deutschland,  aus Oesterreich,  aus der Schweiz,  aus Rußlaud und  aus Amerika.",0,0,1,Nein,,,X,"Dezember vorigen Jahres 60 Abhandlungen, Schriften und Bücher eingesandt, davon 544 aus Deutschland, 8 aus Oesterreich, 4 aus der Schweiz, 2 aus Rußlaud und 2 aus Amerika."
37,"Einleitung  Die eingegangenen Werke, welche zum Teil sehr umfangreich waren wurden in der Reihenfolge des Eintreffens numeriert und abteilungsweise an die drei Preisrichter gesandt, deren jeder sein Gutachten über jede einzelne Arbeit selbständig und gesondert schriftlich niederlegte.",0,0,1,Nein,,,X,"Einleitung 5 Die eingegangenen Werke, welche zum Teil sehr umfangreich waren wurden in der Reihenfolge des Eintreffens numeriert und abteilungsweise an die drei Preisrichter gesandt, deren jeder sein Gutachten über jede ein- zelne Arbeit selbständig und gesondert schriftlich niederlegte."
38,"März  die nachfolgende Verteilung der Preise beschlossen, worauf die Umschläge mit den Namen der Verfasser geöffnet wurden.",0,0,1,Nein,,,X,"März 1903 die nachfolgende Verteilung der Preise beschlossen, worauf die Umschläge mit den Namen der Verfasser geöffnet wurden."
39,"Da nur solche Arbeiten prämiiert werden konnten, welche den obenstehenden Bestimmungen entsprachen, war es nicht möglich, die bereits gedruckten Bücher, welche eingereicht waren, zu berücksichtigen.",0,0,1,Nein,,,X,"Da nur solche Arbeiten prämiiert werden konnten, welche den oben- stehenden Bestimmungen entsprachen, war es nicht möglich, die bereits gedruckten Bücher, welche eingereicht waren, zu berücksichtigen."
40,"Dies galt auch für das in vieler Hinsicht wertvolle Buch von Otto Ammon Die Gesellschaftsordnung etc., ",0,0,1,Nein,,,X,"Dies galt auch für das in vieler Hinsicht wertvolle Buch von Otto Ammon (Die Gesellschaftsordnung etc., 3."
41,An folgende acht Arbeiten sind Preise erteilt worden Den ersten Preis erhält die Abhandlung mit dem Motto Gut ist glücklich geboren zu sein.,0,0,1,Nein,,,X,An folgende acht Arbeiten sind Preise erteilt worden: Den ersten Preis erhält die Abhandlung mit dem Motto: »Gut ist glücklich geboren zu sein«.
42,"Verfasser Heinrich Matzat, Direktor der Laudwirtschaftsschule in Weilburg a. d. Lohn Abhandlung mit dem Motto Ich habs gewagt.",0,0,1,Nein,,,X,"Verfasser: Heinrich Matzat, Direktor der Laudwirtschaftsschule in Weilburg a. d. Lohn Abhandlung mit dem Motto: Ich habs gewagt."
43,"Albert Hesse, Halle a. d. S. Weitere Preise ohne Rangunterschied kommen folgenden Schriften zu Abhandlung mit dem Motto Die Weltgeschichte ist ein Teil der organischen Entwickelungsgeschichte.",0,0,1,Nein,,,X,"Albert Hesse, Halle a. d. S. Weitere Preise (ohne Rangunterschied) kommen folgenden Schriften zu: Abhandlung mit dem Motto: Die Weltgeschichte ist ein Teil der orga- nischen Entwickelungsgeschichte."
44,"Unter den preisgekrönten Arbeiten sind verschiedene Auffassungen des Themas und verschiedene politische Richtungen vertreten, soweit dieselben eine ausreichende wissenschaftliche Begründung gefunden haben, worauf bei der Entscheidung das Gewicht gelegt wurde.",0,0,1,Nein,,,X,"Unter den preisgekrönten Arbeiten sind verschiedene Auffassungen des Themas und verschiedene politische Richtungen vertreten, soweit dieselben eine ausreichende wissenschaftliche Begründung gefunden haben, worauf bei der Entscheidung das Gewicht gelegt wurde."
45,"Die Abhandlungen, welche Preise erhalten haben, sollen sowohl gemeinsam als auch einzeln veröffentlicht werden.",0,0,1,Nein,,,X,"Die Abhandlungen, welche Preise erhalten haben, sollen sowohl gemeinsam als auch einzeln veröffentlicht werden."
46,"Das Sammelwerk wird im Verlage von Gustav Fischer in Jena erscheinen unter dem Titel Natur und Staat, Beiträge zur naturwissenschaftlichen Gesellschaftslehre.",0,0,1,Nein,,,X,"Das Sammelwerk wird im Verlage von Gustav Fischer in Jena erscheinen unter dem Titel: »Natur und Staat«, Beiträge zur naturwissenschaftlichen Gesell- schaftslehre."
47,"Außer den obenerwähnten Schriften sind noch einige andere Abhandlungen zur Erwerbung in Aussicht genommen, welche mit großem Fleiße ausgearbeitet sind und von den Preisrichtern verhältnismäßig günstig beurteilt wurden.",0,0,1,Nein,,,X,"Außer den obenerwähnten Schriften sind noch einige andere Ab- handlungen zur Erwerbung in Aussicht genommen, welche mit großem Fleiße ausgearbeitet sind und von den Preisrichtern verhältnismäßig günstig beurteilt wurden."
48,"Einige dieser Schriften, welche bemerkenswerte Ausführungen enthalten, sollen ganz oder teilweise mit den preisgekrönten Abhandlungen veröffentlicht werden.",0,0,1,Nein,,,X,"Einige dieser Schriften, welche bemerkenswerte Aus- führungen enthalten, sollen (ganz oder teilweise) mit den preisgekrönten Abhandlungen veröffentlicht werden."
49,"Prof. Dr. E. Haeckel, Geh.Rat Prof. Dr. J. Conrad, Prof. Dr. E. Fraas Wie aus der vorstehenden Bekanntmachung ersichtlich ist, wurden nicht nur die in dem Preisausschreiben in Aussicht gestellten Preise ungeteilt verliehen, sondern es wurden im ganzen acht Preise vergeben.",0,0,1,Nein,,,X,"Prof. Dr. E. Haeckel, Geh.-Rat Prof. Dr. J. Conrad, Prof. Dr. E. Fraas Wie aus der vorstehenden Bekanntmachung ersichtlich ist, wurden nicht nur die in dem Preisausschreiben in Aussicht gestellten Preise ungeteilt verliehen, sondern es wurden im ganzen acht Preise vergeben."
50,"Außerdem wurde noch eine Anzahl Arbeiten von der Preiskommission zum Druck übernommen und honoriert, welche allerdings nachher nicht sämtlich in das Sammelwerk aufgenommen werden konnten.",0,0,1,Nein,,,X,"Außer- dem wurde noch eine Anzahl Arbeiten von der Preiskommission zum Druck übernommen und honoriert, welche allerdings nachher nicht sämtlich in das Sammelwerk aufgenommen werden konnten."
51,"Eine so weitgehende Prämiierung war nur dadurch möglich, daß die in hochherziger Weise für die Preise gestiftete Summe im Hinblick auf die große Zahl der eingereichten Arbeiten noch beträchtlich erhöht worden war.",0,0,1,Nein,,,X,"Eine so weitgehende Prämiierung war nur dadurch möglich, daß die in hochherziger Weise für die Preise ge- stiftete Summe im Hinblick auf die große Zahl der eingereichten Arbeiten noch beträchtlich erhöht worden war."
52,"Die Preisverteilung ist von der Kommission auf Grund der Urteile der Preisrichter vorgenommen worden, deren Namen schon in dem Ausschreiben vom ",0,0,1,Nein,,,X,"Die Preisverteilung ist von der Kommission auf Grund der Urteile der Preisrichter vorgenommen worden, deren Namen schon in dem Aus- schreiben vom 1."
53,"Bei den meisten Arbeiten stimmten die Gutachten der Preisrichter im Wesentlichen überein, bei manchen Abhandlungen gingen sie beträchtlich auseinander.",0,0,1,Nein,,,X,"Bei den meisten Arbeiten stimmten die Gutachten der Preisrichter im Wesentlichen überein, bei manchen Abhandlungen gingen sie beträchtlich auseinander."
54,"Die Preise sind pflichtgemäß genau nach den ausgeschriebenen Bestimmungen erEinleitung  teilt worden, was ausdrücklich hervorgehoben werden mag, weil vielleicht irgend ein Leser nach seinem subjektiven Urteil zu einer anderen relativen Schätzung der Arbeiten kommen könnte.",0,0,1,Nein,,,X,"Die Preise sind pflichtgemäß genau nach den ausgeschriebenen Bestimmungen er- Einleitung 7 teilt worden, was ausdrücklich hervorgehoben werden mag, weil vielleicht irgend ein Leser nach seinem subjektiven Urteil zu einer anderen relativen Schätzung der Arbeiten kommen könnte."
55,"Diejenigen Arbeiten, welche nach dem Urteil der Preisrichter und der Preiskommission die besten waren, wird man aus dem Sammelwerke kennen lernen.",0,0,1,Nein,,,X,"Diejenigen Arbeiten, welche nach dem Urteil der Preisrichter und der Preiskommission die besten waren, wird man aus dem Sammelwerke kennen lernen1)."
56,"Zuvor will ich hier einen kurzen Bericht über die Gesamtheit der Abhandlungen erstatten bei dieser Gelegenheit mögen auch einige Grundsätze dargelegt werden, welche bei der Erteilung der Preise in Betracht kamen.",0,0,1,Nein,,,X,"Zuvor will ich hier einen kurzen Bericht über die Gesamtheit der Abhandlungen erstatten; bei dieser Gelegenheit mögen auch einige Grundsätze dargelegt werden, welche bei der Erteilung der Preise in Be- tracht kamen."
57,Manche Verfasser hatten das Thema nicht völlig verstanden und die Schwierigkeit desselben nicht eingesehen.,0,0,1,Nein,,,X,Manche Verfasser hatten das Thema nicht völlig verstanden und die Schwierigkeit desselben nicht eingesehen.
58,"Es lagen eine Anzahl kleiner und unbedeutender Aufsätze vor, welche für die Preisverteilung nicht ernstlich in Betracht kommen konnten.",0,0,1,Nein,,,X,"Es lagen eine Anzahl kleiner und unbedeutender Aufsätze vor, welche für die Preisverteilung nicht ernstlich in Betracht kommen konnten."
59,"Auch einige große Arbeiten mußten gänzlich ausgeschlossen werden, da sie ganz sonderbare Ansichten enthielten und in einem unbrauchbaren Stil geschrieben waren.",0,0,1,Nein,,,X,"Auch einige große Arbeiten mußten gänzlich ausgeschlossen werden, da sie ganz sonderbare Ansichten enthielten und in einem unbrauchbaren Stil geschrieben waren."
60,Nach Ausschaltung dieser ganz untauglichen Abhandlungen blieben etwa  Werke zur genaueren Berücksichtigung übrig.,0,0,1,Nein,,,X,Nach Ausschaltung dieser ganz untauglichen Abhandlungen blieben etwa 45 Werke zur genaueren Berücksichtigung übrig2).
61,"Manche derselben konnten deswegen keinen Preis erlangen, weil sie die Bestimmungen des Preisausschreibens nicht erfüllten.",0,0,1,Nein,,,X,"Manche derselben konnten deswegen keinen Preis erlangen, weil sie die Bestimmungen des Preisausschreibens nicht erfüllten."
62,"Dies gilt zunächst von einigen gedruckten Büchern, wie schon bei der Mitteilung der Ergebnisse gesagt wurde s. S.  ebenso aber auch ferner von verschiedenen Arbeiten, welchen ein wissenschaftlicher Wert nicht zugesprochen werden konnte oder in denen die Litteratur gar nicht oder nur wenig berücksichtigt war vergl.",0,0,1,Nein,,,X,"Dies gilt zunächst von einigen gedruckten Büchern, wie schon bei der Mitteilung der Ergebnisse gesagt wurde (s. S. 3); ebenso aber auch ferner von verschiedenen Arbeiten, welchen ein wissenschaft- licher Wert nicht zugesprochen werden konnte oder in denen die Litteratur gar nicht oder nur wenig berücksichtigt war (vergl."
63,"den ersten Absatz der Bestimmungen S.  darunter befanden sich einige nicht schlechte Arbeiten, in welchen die Verfasser Talent bewiesen und Verständnis für das Thema zeigten.",0,0,1,Nein,,,X,"den ersten Absatz der Be- stimmungen S. 3); darunter befanden sich einige nicht schlechte Arbeiten, in welchen die Verfasser Talent bewiesen und Verständnis für das Thema zeigten."
64,"Mit Unrecht ist gegen die Preisrichter ein Vorwurf erhoben worden, weil die drei Monate eine zu kurze Zeit gewesen wären um  Abhandlungen gründlich zu beurteilen.",0,0,1,Nein,,,X,"2) Mit Unrecht ist gegen die Preisrichter ein Vorwurf erhoben worden, weil die drei Monate eine zu kurze Zeit gewesen wären um 60 Abhandlungen gründlich zu beur- teilen."
65,"Auch ist zu berücksichtigen daß, wie oben gesagt ist, bei nahezu einem Drittel der eingesandten Arbeiten jeder Preisrichter leicht erkannte, daß sie für einen Preis nicht in Betracht kommen konnten.",0,0,1,Nein,,,X,"Auch ist zu berücksichtigen daß, wie oben gesagt ist, bei nahezu einem Drittel der eingesandten Arbeiten jeder Preisrichter leicht erkannte, daß sie für einen Preis nicht in Betracht kommen konnten."
66,"Die Beurteilung der übrigen zum Teil umfangreichen Abhandlungen war eine interessante, aber mühsame Aufgabe sie konnte wohl in drei Monaten erledigt werden, besonders da jeder der Preisrichter in bezug auf die Beurteilung wissenschaftlicher Arbeiten eine vieljährige Erfahrung besaß.",0,0,1,Nein,,,X,"Die Beurteilung der übrigen zum Teil umfang- reichen Abhandlungen war eine interessante, aber mühsame Aufgabe; sie konnte wohl in drei Monaten erledigt werden, besonders da jeder der Preisrichter in bezug auf die Be- urteilung wissenschaftlicher Arbeiten eine vieljährige Erfahrung besaß."
67,"Eine längere Zeit zur Beurteilung sich zu lassen wäre eine Annehmlichkeit für die Preisrichter gewesen, aber hätte schwerlich zu einem anderen Ergebnis geführt.",0,0,1,Nein,,,X,"Eine längere Zeit zur Beurteilung sich zu lassen wäre eine Annehmlichkeit für die Preisrichter gewesen, aber hätte schwerlich zu einem anderen Ergebnis geführt."
68,"Manche Verfasser haben in ihren Arbeiten eine eigene Naturphilosophie entwickelt, wobei gewöhnlich alle Erscheinungen in der Natur und im Menschenleben unter gewisse Begriffe gebracht oder im Lichte einzelner bevorzugter Ideen betrachtet wurden.",0,0,1,Nein,,,X,"Manche Verfasser haben in ihren Arbeiten eine eigene Naturphilosophie entwickelt, wobei gewöhnlich alle Erscheinungen in der Natur und im Menschen- leben unter gewisse Begriffe gebracht oder im Lichte einzelner bevorzugter Ideen betrachtet wurden."
69,"Ohne im einzelnen Fall über den Wert einer solchen Naturphilosophie urteilen zu wollen, mußten doch die Preisrichter sich meist dahin entscheiden, daß dieselbe bei dem vorliegenden Preisausschreiben nicht zu der Aufgabe gehöre und darum keinen Anspruch auf einen Preis mit sich bringe, wenn nicht die ganze Arbeit und die Durchführung des Themas preiswürdig seien.",0,0,1,Nein,,,X,"Ohne im einzelnen Fall über den Wert einer solchen Naturphilosophie urteilen zu wollen, mußten doch die Preisrichter sich meist dahin entscheiden, daß dieselbe bei dem vorliegenden Preisausschreiben nicht zu der Aufgabe gehöre und darum keinen Anspruch auf einen Preis mit sich bringe, wenn nicht die ganze Arbeit und die Durchführung des Themas preiswürdig seien1)."
70,Aehnlich verhält es sich mit solchen Abhandlangen in welchen verschiedenartige Weltanschauungen verschmolzen sind denn eine äußerliche Verknüpfung entgegengesetzter Anschauungen kann nicht als ein Verdienst angesehen werden.,0,0,1,Nein,,,X,Aehnlich verhält es sich mit solchen Abhand- langen in welchen verschiedenartige Weltanschauungen verschmolzen sind; denn eine äußerliche Verknüpfung entgegengesetzter Anschauungen kann nicht als ein Verdienst angesehen werden.
71,"B. ob ein Verfasser sich in der Vererbungslehre auf den Weismannschen oder auf den Lamarckschen Standpunkt stellte, ob jemand der Selektion in der Stammesentwickelung eine sehr hohe oder nur eine beschränkte Bedeutung zuschrieb, es mußte die eine oder die andere Ansicht als zulässig gelten.",0,0,1,Nein,,,X,"B. ob ein Verfasser sich in der Vererbungslehre auf den Weismannschen oder auf den Lamarckschen Standpunkt stellte, ob jemand der Selektion in der Stammesentwickelung eine sehr hohe oder nur eine beschränkte Bedeutung zuschrieb, es mußte die eine oder die andere Ansicht als zulässig gelten."
