,text,label
27,"Also zwei grobe Entstellungen der Überlieferung, das sind die Grundlagen der päpstlichen Autorität, und diese Autorität ist der letzte Rettungs anker des Naturrechts und der allgemeinen Menschenrechte.",2
28,"Angriffe gegen den Staat sind schließlich auch von denjenigen erhoben worden, welche das im modernen Staat gipfelnde Gesellschaftsleben für ein der Menschheit verderbliches Kunstprodukt halten und demgegenüber die Rückkehr zur Natur fordern ein Gedanke, der bekanntlich in Rousseau seinen glänzendsten Vertreter hatte.",2
29,Auch Treitschke nannte in diesem Sinn die unteren Klassen den Jungbrunnen der Gesellschaft.,2
30,"Auch auf sie trifft zu, daß ihre Nachkommenschaft dem Staate Lasten auferlegt, die durch Gegenleistungen gar nicht oder nicht genügend ausgeglichen werden, da die Nachkommen entweder schon in jungen Jahren sterben und in den Kosten ihrer Verpflegung und Erziehung ein Stück unfruchtbar angelegtes Nationalvermögen mit in’s Grab nehmen oder, selbst wenn sie in’s reifere Alter gelangen, doch infolge ihrer Kränklichkeit dem Staate meist weder wirtschaftlich noch sonst durch Militärdienst oder Erzeugung gesunder Nachkommen von Nutzen sind.",2
31,"Auch der Gesetzgeber, der neue Bahnen eröffnen will, muß originell, d. h. mit weisem Vorbedacht unhistorisch sein.",2
32,"Auch er ist ein genauer Kenner gerade der römischen Kaiserzeit, und seine große dreibändige Dogmengeschichte ist nichts anderes als eine Geschichte der all mählichen Verholzung oder Versteinerung der christlichen Kirchen.",1
33,"Auch hervorragender Mut, der ohne Zweifel in hohem Maße von den angeborenen psychsischen Eigenschaften abhängt, kommt bei der Wirkung der heutigen Feuerwaffen eher den Mitkämpfenden zugute als denen, die sich besonders kühn den feindlichen Kugeln aussetzen.",2
34,"Auch läßt er die Frage nicht unbeantwortet, auf welche Weise überhaupt Änderungen der Keime entstehen konnten, und wie sich ihre Zahl ins Endlose vermehren mußte.",2
35,Auch unter der praktisch unannehmbaren Voraussetzung allgemein gleichen Einkommens und gleicher Rechte würden z. B. immer noch die geschlechtliche Liebe und das Bedürfnis nach Anerkennung bei den Lebensgenossen als mächtige Sporen für die Betätigung der gegebenen Kräfte übrig bleiben.,2
36,Bei Beobach tung solchen moralischen Wertes kann man das Horoskop einer Nation am besten stellen.,1
37,"Bei Matthäus ist er ziemlich wörtlich abgeschrieben, nur hin und wieder sind bereits kleine Lichter ausgesetzt. Der Verfasser des Lukastextes hat ihn ebenfalls vor sich gehabt mittlere Spalte, jedoch ihn mit einer anderen Quelle kontaminiert erste Spalte, daher die zweimalige Erwähnung des Bechers, besonders aber aus Respekt vor der bereits aufgekommenen Heiligkeit der Jünger ihn gründlich verdorben.",1
38,"Bei den Neugriechen kommt in Betracht, daß sie nur einen sehr kleinen Bruchteil althellenischen Blutes besitzen die althellenische Rasse war schon zur Zeit der Völkerwanderung ungemein stark zusammengeschmolzen und dürfte seitdem von der sich besonders stark vermehrenden slavischen Rasse fast ganz überwuchert worden sein.",2
39,Bergab geht es bei der genera tiven Entwicklung allerdings nicht ganz so langsam wie bergauf.,2
40,"Betreffs der sittlichen Erziehung der Jugend ist darauf hinzuweisen, daß insbesondere das Zentrum und die Partei der Konservativen großes Gewicht auf die religiöse Färbung der Erziehung legen.",2
41,"Bis heute kann man allerdings das dickleibigste hygienische Kompendium oder Sammelwerk zur Hand nehmen, ohne darin auch nur eine Andeutung von dem Bewußtsein entdecken zu können, daß mindestens das Studium der menschlichen Zuchtwahlverhältnisse zu den Aufgaben einer Wissenschaft gehört, die sich mit der Vorbeugung der Krank heiten zu befassen hat.",2
42,"Da bei diesen Haustieren Leben und Fortpflanzung nicht mehr von ihrem scharfen Gesicht abhängen, so ist auch hier das Auge von seiner ursprünglichen Höhe herabgesunken.",2
43,"Da diese Theorie uns erst den Schlüssel zum Verständnis der Vererbungserscheinungen liefert, und da dieses Verständnis, wie wir sehen werden, auch praktische Bedeutung hat, so muß hier, was es auch koste, der Versuch gemacht werden, eine gemeinverständliche Darstellung der Weismannschen Lehre  zu geben, ein Versuch, der fortwährend mit der Schwierigkeit zu kämpfen haben wird, die gebotene Rücksicht auf Kürze mit der nicht minder gebotenen Rücksichtnahme auf Gemeinverständlichkeit zu vereinbaren.",2
44,"Da nun bei der Verschmelzung beider Keimzellen gewissermaßen ein Kampf vor sich geht, bei dem je nach dem Maße der Lebensenergie bald die väterliche, bald die mütterliche Keimzelle stärker ist, so kommen in dem Kinde dann hauptsächlich die Eigenschaften der stärkeren Zelle zum Vorschein.",2
45,"Da nun besonders der studierenden Jugend zu einem sehr großen, wahrscheinlich zum größeren Teil, der kirchlichreligiöse Glaube offenbar nicht erhalten werden kann, und da auch die rein moralische Begründung des Verbotes, sich schon vor der Ehe geschlechtlich zu betätigen, unter der Voraussetzung, daß dadurch niemand geschädigt wird, auf allzuschwachen Füßen steht, so bleibt nur übrig, der mannbar werdenden Jugend die Gefahr mit dem schicklichen Ernst offen darzulegen. Diese Gefahr dürfte dadurch viel von ihrer Stärke verlieren,",2
46,"Dabei ist in Betracht zu ziehen, daß sich dieses Urteil innerhalb gewisser Grenzen nach dem Bedarf an Rekruten richtet, und der war nach dem Krieg sowohl in Deutschland als in Frankreich außerordentlich groß, da die Reihen derer, die nach dem Friedensschluß noch zum Dienst unter der Fahne verpflichtet waren, durch den Krieg sich stark gelichtet hatten.",2
47,"Damit ist der Boden der Descendenztheorie verlassen und der der Teleologie betreten, und nun geht es unaufhaltsam abwärts ins Bodenlose, zur Konstruktion einer idealen Ethik, Rechtsund Staatsphilosophie.",2
48,"Dana nennt den Fortschritt in der tierischen Schöpfung von den älteren zu den jüngeren Formen, der aus den steinernen Urkunden der Geologie sich ergibt, geradezu eine fortschreitende Verhirnung encephalisation der animalischen Struktur.",2
49,Dann hätten wir eben für jeden Augenblick umfassendere Komplexe und die beiden Reihen wären zu einem einzigen psychischen Vorgang verschmolzen.,2
50,"Das Gebiet positiven Wissens über den Gang der menschlichen Entwickelung beginnt aber erst da, wo uns Ethnologie und Geschichte zur Seite stehen.",2
51,"Das Gefühl ist ein Zeuge des jeweilig obwaltenden Ver hältnisses, aber kein Prophet des zukünftig eintretenden.",2
52,"Das Gesetz des Blühens selbst ist es, was zum Welken führt",2
53,Das also war das Menschenmaterial für den zu gründenden Staat Menschenfresser.,2
54,"Das eine ist eine wirtschaftliche, das andere eine biologische Unmöglichkeit. Der einzige Weg, der zu nennenswerten Erfolgen führen könnte, wird nicht beliebt, da er noch nie begangen und darum, nur darum, reich an dornigen Schwierigkeiten ist",1
55,"Das fällt schwer in die generative Wagschale, da, wie dargelegt, Kriege aus den höheren Kultur stufen der Auslese eine direkt umgekehrte Richtung geben.",2
56,"Das gilt auch nicht bloß von der ersten Entscheidung obwohl sie eine besondere Wichtigkeit hat, sondern wieder von jeder folgenden jede drückt die Spur tiefer ein, bis zuletzt ein Herausbiegen zur vollen Unmöglichkeit wird.",2
57,"Das hindert aber nicht, daß es überall als vollwertige Münze angenommen wird. Denn es besteht nun einmal das Bedürfnis nach gangbarer Münze.",2
58,"Das intelligenteste Europäerkind wird unter einem Stamm von Wilden nie auch nur entfernt das Wissen und die Erfahrung eines gebildeten Europäers erreichen, weil ihm das Medium fehlt, aus dem es dieses Wissen und diese Erfahrung saugen könnte.",1
59,"Das ist entwedergesamten Menschheit oder, was doch wohl wahrscheinlicher, eine Bankerotterklärung der Spencerschen Rechtsphilosophie. philosophie.",2
60,"Das liegt an deren Unwissenheit ignorance, sagt die Erklärung die Menschenrechte sind eben leider durch irgend einen unglücklichen Zufall, vielleicht schon gar durch den Sündenfall, in Vergessenheit oubli geraten.",2
61,"Das verträgt sich eben nicht zusammen sie haben leider noch sehr viel anderes daneben, was die Demut nur allzuleicht und allzusehr überwuchert.",2
62,"Das wurde in unzweifelhafter Weise zuerst  und dann ausführlicher  von R. Hertwig nachgewiesen, und in den letzten Jahren sind verschiedenen Forschern T. H. Morgan, J. Loeb, H. E. Ziegler, H. Winkler, E. B. Wilson u. a. noch weitere Entdeckungen auf dem Gebiete der künstlichen Parthenogenese geglückt.",2
63,"Dazu gehört nicht blos die Verbrecherwelt, welche sich im offenen oder heimlichen Kampfe gegen das bestehende Recht befindet es gehören dazu einerseits auch alle diejenigen, welche an ererbten Vorrechten festhalten und nicht dulden wollen, daß dieselben aus Gründen der ausgleichenden Gerechtigkeit verkürzt werden, andererseits diejenigen welche nicht auf Verbesserung, sondern auf den Umsturz des bestehenden Rechts hinarbeiten, um es sodann durch einen vermeintlichen Idealzustand zu ersetzen.",2
64,"Dazu kommt noch, daß sehr wahrscheinlich innerhalb der Klasse der Wohlhabenden gerade die generativ Wertvolleren, wie Gelehrte, Künstler, höhere Beamte, Offiziere, bei den Katholiken selbstverständlich die Geistlichen, sich wiederum schwächer fortpflanzen als die, welche in der Hauptsache nur die Früchte der sozialen Leistungen anderer genießen und dabei nicht minder wohlhabend sind und werden als ihre begabteren Klassengenossen.",2
65,Dazu meint Schäffle Diese Argumentation wird in der Tat nicht so leicht aus dem Felde zu schlagen sein.,2
66,Dazu verhelfe dir der Garten der Ehe!,2
67,"Daß dem nicht so ist, verdanken wir dem neu erwachten Assoziationsgeist. Er, indem er von unten auf alle öffentlichen Verbände mit einem selbständigen Gemeinleben zu erfüllen strebt, indem er aber gleichzeitig die Atome, in welche das Volk sich zu lösen droht, in zahllose Neuverbindungen von organischer Struktur und eigener Lebenskraft zusammenschließt, ist daher das eigentlich positive, gestaltgebende Prinzip der neuen Epoche, welche für die deutsche Rechtsund Verfassungsentwickelung in unserem Jahrhundert angebrochen ist.",2
68,"Daß wir die Vorbedingungen für alle persönlichen Vorzüge mit auf die Welt bringen müssen, und daß unser ganzes Lebensglück weit mehr durch uns angeborene, d. h. ererbte Anlagen bedingt ist als durch irgend etwas anderes, ist keine neue Wahrheit.",2
69,Dem genialen Bau der Weismannschen Vererbungstheorie liegt die Lehre von der Kontinuität des Keimplasma zugunde.,2
70,"Dem vierten scheinbaren Niedergange Deutschlands, der Zeit der Napoleonischen Unterdrückung stehen wir noch nahe genug, um ohne weiteres zu erkennen, daß Napoleon für uns nichts weiter war, als der große Besen, der die elenden Reste des verfaulten alten Reiches, das Unwesen der geistlichen und Zwergstaaten und allerlei sonstiges aus dem Mittelalter übrig gebliebenes Gerümpel aus Deutschland hinwegkehrte ohne Napoleon wäre das neue Reich unmöglich gewesen.",2
71,"Den Frieden aber hat der Staat geschaffen und darum ist der Staat, das letzte und bisher höchste Naturprodukt, welches wir kennen, nicht, wie blöder Unverstand glaubt, das Grab, sondern die Wiege der Freiheit.",1
72,"Den Vorwurf, durch den außerehelichen Verkehr gegen die Ehrlichkeit zu verstoßen, gibt die Jugend, in dem unaustilgbaren Bewußtsein ihres Rechtes, der Gesellschaft zurück, die solche gegen die Instinkte verstoßende Satzungen aufstellt und aufrecht erhält.",2
73,"Denn das Gesetz bringt als unzertrennliche Gefährten die Ordnung und die Gleichheit mit sich anfänglich das Aschenbrödel im Hause der Gewalt, wird es im Laufe der Zeit der Majordomus.",1
74,"Denn das Leben, sagt Endemann, muß erst die Rechtsgedanken verarbeiten, die als Keime in die Paragraphen eingeschlossen sind, damit die Gesetzesbuchstaben lebendig werden.",1
75,"Denn das Spiel der natürlichen sozialen Zuchtwahl ist nicht nur ein Vervollkommnungsapparat, sondern auch ein Gericht, das einzige empirisch erkennbare Stück einer sittlichen Weltordnung, die das Vollkommene empor hebt und das Verkommene vernichtet .",2
76,"Denn er hat nicht nur, wie häufig irrtümlich angenommen wird, auf die gebildeten Klassen eingewirkt, sondern den An schauungen und Gefühlen des ganzen Volkes seinen Stempel aufgedrückt",2
77,"Denn selbst wenn sich der Mensch durch die Hunderte von Jahrtausenden hindurch, die hiezu vielleicht nötig wären, ständig den Luxus gestatten könnte, sich eine Eigenschaft anzuzüchten, die ihn im Daseinskampf nicht fördert, so würde ihm doch die hier erforderliche Züchterkenntnis vollständig fehlen, und die Züchtungsversuche müßten vollständig im Dunklen tappen.",2
78,"Denn wir sind den Naturgesetzen untertan, und die fragen nicht nach unseren Wahnbegriffen.",2
79,"Der Präventivverkehr zur Volkssitte erhoben, würde die Quelle der nationalen Lebenskraft zu ver schütten drohen . . . .",2
80,"Der Anarchismus ist nichts anderes als ein legitimes Kind des Idealismus und der Idealismus besitzt kein Mittel, den ungeberdigen Sprößling zu bändigen, da es ja seine eigenen Prinzipien sind, auf welche sich dieser beruft.",1
81,Der Geist der alten Horde gens protestiert gegen das Territorialitätsprinzip des modernen Staates.,2
82,"Der Mensch hat zwar theoretisch gelernt sich als einen Zweig wie tausend andere Zweige am Stamme der organischen Welt zu betrachten und sich eine verhältnismäßig bescheidene Rolle im Kosmos anzuweisen. Aber praktisch stellt er sich in den Mittelpunkt der Welt und beurteilt und wertet alle Erscheinungen nur nach dem Nutzen, den sie dem Menschen bringen.",1
83,"Der Staatsmann, dessen Sinn nicht bloß auf Augenblickserfolge gerichtet, und dessen Gesichtskreis durch das Licht der Descendenztheorie erhellt und erweitert wäre, würde erkennen, daß die Zukunft seines Volkes von der guten Verwaltung seines generativen Besitzes abhängt, und daß jede Politik, möge ihr Ergebnis zunächst noch so glänzend sein, eine schlechte Politik ist, wenn sie, wie z. B. die Napoleons I. sowie aller nach Kriegsruhm oder entbehrlicher Kriegsbeute strebender Staatslenker, mit einer Mißwirtschaft auf dem Gebiet der generativen Werte verbunden ist.",2
84,"Der Unterschied ist nur der, daß der Volkskörper jene edleren generativen Werte, die zur Erzeugung und Aufrechterhaltung einer hohen Kultur erforderlich sind, in noch beschränkterem Maße enthält als der Boden irgendwelche zur Getreideerzeugung unentbehrlichen Stoffe, und daß darum ein Raubbau am Boden viel länger ohne auffälligen Rückgang des Ergebnisses an Getreide getrieben werden kann als ein Raubbau an Volkskörper hinsichtlich jener edlen generativen Werte.",2
85,"Der Verfasser des Matthäustextes hat einen so gewaltsamen Eingriff nicht gewagt, sondern jene Stelle und die darauf folgende Rede Jesu nur etwas gemildert, dafür aber die Tatsache daß Petrus zuerst Jesus für den Messias erklärt habe, in das hellste Licht gesetzt und durch die Er findung der Vollmachterteilung verschönert.",2
86,"Der Wert unserer modernen Umwälzungen wäre in der Tat ein sehr problematischer, wenn sie allein jene Kraft beeinflußte, welche positiv schöpferisch nur zu Gunsten einer unbedingten Staatseinheit, bezüglich aller anderen Organismen aber lediglich auflösend und negierend wirkt, aus deren einseitiger Vollendung daher die Zentralisation und Mechanisierung des Staates und die Atomisierung des Volkes unausbleiblich hervorgehen müßte.",2
87,"Der beste Gesetzgeber ist deshalb derjenige, der sein Ziel stufenmäßig durch möglichst geringe Abänderungen der jeweilig geltenden rechtlichen Regelung erreicht, weil er auf diese Weise einmal sein Volk vor gefährlichen Experimenten bewahrt, immer in der Lage ist, den theoretisch beabsichtigten Erfolg eines Gesetzes in der Praxis nachzuprüfen und andererseits sicher ist, daß seine gesetzgeberischen Maßnahmen im Rechtsbewußtsein des Volkes Anknüpfungspunkte finden und nicht tote Buchstaben bleiben.",1
88,"Der erste Fall bricht die Schutzwehr nieder, die den guten von dem schlimmen Wege trennt.",2
89,"Die Aristokratie aber, welche die Klinke der Gesetzgebung in der Hand hatte, benützte sie, um Gesetze zu erlassen, die in schneidendem Widerspruch zu den Interessen der Mehrheit standen und nur ihren Sonderinteressen dienten.",2
90,"Die Erde ist nicht dazu da, daß auf ihr beliebige Horden beliebig lange ein beliebig unvernünftiges Dasein führen Anpassung oder Auslese, das ist auch hier der übereinstimmende und im tiefsten Grunde ge rechte Spruch der Natur und der Geschichte.",2
91,"Die Folge davon war schließlich eine vollständige Aushöhlung der weltlichen Gemeinwesen durch das geistliche, eine vollständige Vernichtung alles weltlichen Rechtes durch das kirchliche Recht.",2
92,"Die Folge ist, daß selbst diejenigen Staaten, die heute keine offenbar verschiedenen Nationalitäten mehr beherbergen, aus der Zusammenschweißung zahlreicher Stämme verschiedener Nationalität und oft sogar verschiedener Rasse hervorgegangen sind, die erst allmählich durch das territoriale Zusammenleben und gegenseitige Kreuzung das Gefühl ihrer ursprünglichen Verschiedenheit verloren haben.",2
93,"Die Fragen, welche heute auf staatlichem und gesellschaftlichem Gebiete ihrer Beantwortung harren und in der folgenden Arbeit berührt werden, sind größtenteils Fragen von grundlegender Bedeutung, an denen sich Jahr hunderte und Jahrtausende abgemüht haben.",2
94,"Die Karthager hatten aber ihre Handelsnetze nicht nur über unbekannte Küsten ausgespannt, sondern außerdem auch mit Negervölkern im Innern Afrikas mittels Wüstenkarawanen Handelsverkehr gepflogen. verkehr gepflogen.",2
95,"Die Kirche muß, je vollständiger sie sich als solche vollendet, desto mehr eine Fessel des von ihr selbst groß gezogenen christlichen Lebens werden, und indem sie demzufolge sich mit diesem je länger desto ernstlicher überwirft, muß sie nach und nach wieder in sich selbst zerfallen.",2
96,Die Koadaption ist hiebei keineswegs das einzige dunkle Gebiet.,2
97,"Die Menschheit hat durch die hochentwickelte Technik und ihre kunstvolle soziale Organisation ihre Abhängigkeit von der Natur bedeutend verringert sie schwebt aber dafür auch in der den Tieren unbekannten Gefahr auf Klippen, genannt Verletzung der biologischen Gesetze, zu stoßen und dadurch die Fundamente ihres stolzen sozialen Baues zu unterminieren.",2
98,"Die Menschheit macht mit der Realisierung der sozialistischen Forderung noch lange nicht den Sprung aus dem Reiche der Notwendigkeit in das Reich der Freiheit sie spinnt den Faden ihres Schicksals nicht schon selbst, wenn sie für ihre leiblichen Bedürfnisse besser sorgen kann.",2
99,"Die Nationalitätenkämpfe des  Jahrhunderts Polen in Preußen und Rußland, Ezechen in Östereich beweisen, daß das Gefühl, welches den Menschen in erster Linie zu den ihm in Sitte, Sprache, körperlicher Organisation und Bedürfnissen möglichst ähnlichen Menschen hinzieht und ihn von dem anders gearteten Menschen zurück stößt, noch nicht erloschen ist.",2
100,"Die Naturwissenschaft war nicht entwickelt genug, um sich von seinen Gedanken befruchten zu lassen und die heutige Entwicklungslehre zu reifen.",1
101,"Die Not, schreibt er, ist die Mutter der Arbeit und diese die Mutter der Kultur",2
102,"Die Religion hat ihre größte Macht auf den niedersten Kulturstufen, weil hier das ganze gesellschaftliche Leben von der Religion durchtränkt ist.",1
103,"Die Religion hat in diesem Kampfe viel Terrain verloren, aber es scheint, als ob die Eroberungen der Wissenschaft noch nicht abgeschlossen sind.",1
104,"Die Schulen sind aber für diese Masse, nicht für das einsame Genie, das sich übrigens seinen Weg auch ohne Schule und gegen die Schule bricht.",1
105,"Die Sitte approbiert nämlich immer nur die regelmäßig sich wiederholenden Erscheinungen und reprobiert die seltenen d. h. der Regel widersprechenden Erscheinungen Aus diesem Grunde sind die Ehen zwischen Personen, die sehr verschiedenen Alters sind, von der Sitte gemißbilligt und allmählich verhindert worden.",2
106,"Die Sollvorschrift bildet dann gewissermaßen die Hülle oder Schale, die sich unverändert erhält, während der Kern grundlegende Veränderungen erfahren hat.",2
107,Die Statistik ist in der Lage dieses schlagend zu beleuchten.,2
108,"Die Strafe steht vor der Tür, der Becher des Zornes ist bis an den Rand gefüllt u. s. w.",2
109,"Die Vernunft einzelner Menschen kann vorher nicht genau ermessen, wie jene Änderung, die in das Triebwerk des sozialen Lebens eingreift und bis in die entferntesten Erscheinungen desselben ihren Einfluß geltend macht, wirken wird.",1
110,"Die Vorschriften der Sitte von denen die Vorschriften der Etiquette, des gesellschaftlichen Anstandes als eine Unterabteilung aufzufassen und dadurch charakterisiert sind, daß ihre Geltung auf kleinere gesellschaftliche Kreise, die sich durch Beruf, Besitz, Stand oder Bildung verwandt fühlen, beschränkt ist unterliegen einer solchen durchgreifenden Revision durch die Vernunft nicht, da sie sich lediglich durch mündliche Überlieferung fortpflanzen.",1
111,"Die Zeitungen sehen alle Dinge durch das Vergrößerungsglas ihres Parteiinteresses und des Bestrebens, dem Leser für ihre Mitteilungen ein möglichst großes Interesse einzuflößen.",1
112,Die Zellen verschmelzen miteinander.,2
113,"Die dritte Klasse, der Kern eines jeden Volkes, stellt die Trägheit der Materie dar.",2
