,text,label
10,"Ich berücksichtige hier nur dies, daß Ziegler durch seine Beweisführung zugunsten der Ursprünglichkeit einer Monogamie sprechen will.",0
11,"österreichischen Werttheoretiker einer eingehenden Untersuchung unterzogen worden, welcher Chr v. Ehrenfels in seinem »System der Werttheorie« einen Abschluß zu geben versucht hat.",0
12,"Wie die Vererbung der spezifischen, so beruht auch die der individuellen Merkmale darauf, daß durch die Keimzellen von Generation zu Generation das Keimplasma als materieller Träger der Anlagen (Vererbungstendenzen) überliefert wird.",0
13,"Wie alle angeborenen Verschiedenheiten können auch Idiosynkrasien ebensogut nützlich, wie indifferent oder schädlich sein.",0
14,"Diese inhaltsschwere Phrase hat manchem armen Wurm das Leben gekostet, wie es ja in Frank- reich weniger uneheliche Kinder, aber mehr Kindesmörderinnen gibt als in England (im Verhältnis zur Größe der Bevölkerung).",0
15,"Damit letzteres der Fall sei, ist eine andere Betrachtungsweise, nämlich unter dem Gesichtspunkte ihrer Regelung oder Beeinflussung durch menschliche Satzungen, Sitten oder Vereinbarungen erforderlich Es ist das Verdienst von Rudolf Stammler1), nachgewiesen zu haben, daß die Sozialwissenschaft nicht durch ihren Gegenstand, sondern durch die Art ihrer Betrachtungsweise, ihre Methode als selbständige Wissenschaft konstituiert wird.",0
16, Dann hätten wir eben für jeden Augenblick umfassendere Komplexe und die beiden Reihen wären zu einem einzigen psychischen Vorgang verschmolzen.,2
17,"Wurden einem neu- geborenen Tiere beide Augen fortgenommen sowie beide Ohren verschlossen, so entwickelte sich der Geruchsinn in sehr hohem Grade, indem sich die Riechkolben (bulbi olfactorii) über das gewöhnliche Maß nachweisbar ver- größerten 2).",0
18,"auch mit anderen Wissenschaften, wie denn auch mit der Ge- schichte und Volkswirtschaft Berührungspunkte haben kann, ändert an der Sache nichts.",0
19,"Schmerz und Lust sind, so könnte man sagen, die ursprünglichsten Formen der Erkenntnis des Guten und Bösen.",0
20,"Aufl., S. 89—91) hat Recht, wenn es die Aufgabe einer Rechtslehre dahin bestimmt, daß es sich um eine Ergänzung der juristischen Teilwissenschaften durch das ihnen gemein- same und um die Entdeckung der allgemeinen Gesetze der Entwicklung des Rechtes handelt; so will er denn auch keine »Rechtsphilosophie«; aber er darf nicht vergessen, daß, da das Recht nur ein gesellschaftliches Moment ist, es auch nur als ein Teil der Soziologie ver- standen werden kann.",0
21,"Die utopischen Verbleibsorte, die man für sie nach dem Tode ihres Besitzers ansklügelte, hals Bastian zu- sammengestellt, bei dem man sich auch an den drastischen Abbildungen über die naiven Anschauungen des Mittelalters bezüglich der Seele informieren kann, die wohl Goethe bei der Niederschrift von Fausts Tode vor-geschwebt haben.",0
22,"Die Fragen, um die es sich handelt, betreffen vier Probleme, mit denen sich alle Weltanschauungen in irgend einer Form auseinandersetzen müssen, nämlich das Problem der Zweckmäßigkeit das erkenntnistheoretische 9 Problem der Offenbarung oder des Bewußtwerdens, die Probleme der Willens- freiheit und der Sittlichkeit.",0
23,"Es ist allerdings wahr, daß viele der angestrengten Klagen lediglich auf Erpressung hinauslaufen, aber selbst dann haben sie das Gute, daß sie als Warnung dienen.",0
24,"Gesetzt, ein vier- füßiges Raubtier, dessen Zahl in einer Gegend schon längst zu dem vollen Betrage angewachsen ist, den die Gegend zu ernähren vermag, vervielfältigte sich (bei Fortdauer der natürlichen Verhältnisse der Gegend) weiter, so können sich diese Nachkommen nur am Leben erhalten, wenn sie in der Weise ab- ändern, daß sie eine andere Art der Ernährung erwerben.",0
25, Dazu meint Schäffle: »Diese Argumentation wird in der Tat nicht so leicht aus dem Felde zu schlagen sein.,2
26,Bei größeren Raubtieren bleiben die Jungen viel länger bei den Eltern und jagen gemeinsam mit ihnen und erhalten dabei ihren Unterricht.,0
27,"Ebenso muß sich nach den Voraussetzungen Weismanns eine Zu- nahme der Variabilität ergeben, wo die Eltern untereinander viele Bek- sehiedenheiten aufweisen; die Amphimixis schließt ja in diesem Fall eine weit größere Fülle von Kombiuationsmögliehleiten ein.",0
28,"Dies führt uns auch zur speziellen Kritik der Ansichten Stammlers; denn der Begriff gesetzmäßig ist auf alle Fälle eine Voraussetzung, wenn sie ohne vorherige Untersuchung des Wesens des Rechtes in seinen Erscheinungen als in seinem Begriff enthaltend gedacht wird: d. h. wenn Stammler der Indnltion (dem »Historismus«) den Vorwurf macht, durch Detailntersuchungen gelangt man nicht zum Gesetz, bei denselben wird das Allgemeine vorausgesetzt so erweisen diese Mängel eigentlich seine eigenen Auseinandersetzungen; aber es ist auch direkt unrichtig, daß die Detailmitersuchung das Allgemeine, bezw.",0
29,B. die Augen einer Raubvogelart unter gewissen Ein- tretenden Lebensumftänden an Sehkraft verlieren müssen: es tritt etwa im Revier dieser Räuber ein leichter zu erjagendes Beutetier in großen Massen auf; dann können auch minder scharfsichtige Vögel genügend Beute bekommen um sich und ihre Nachzucht zu erhalten.,0
30,"niemals vererbt, und es handelt sich nur darum, zwischen den vererb- baren und den nicht vererbbaren Eigentümlichkeiten die Grenze zu finden.",0
31,"müssen besondere Anlagekörperchen angenommen werden und auch die zeitliche Aufeinanderfolge der Zellzerlegungsvorgänge, die wieder individuelle Unter- schiede, z.",0
32,"Der Egoismus entspringt, wie wir in einem vorhergehenden Kapitel gesehen haben, aus dem Selbsterhaltungs- triebe, welcher der Inertia der Materie entspricht, während der Altruismus, welcher die der Anziehungskraft entsprechende Eigenschaft ist, zur Nächsten- liebe und Geselligkeit führt.",0
33,"dagegen das Einschneiden in die Gehirnsubstanz und ihr schichtenweises Abtragen, also ein direkter Angriff auf eins der lebenswichtigsten Organe, wird kaum bemerkt.",0
34,"Von den Idioten stammt eine weit größere Anzahl ans Zwillingsgeburten, als dies bei der übrigen Bevölkerung der Fall ist.",0
35, Bergab geht es bei der generativen Entwicklung allerdings nicht ganz so langsam wie bergauf. tiven Entwicklung allerdings nicht ganz so langsam wie bergauf.,2
36,"Das Resultat der ungünstigen Existenzbedingungen ist, daß bei den Bewohnern des hohen Nordens sowohl, wie bei denen der Tropen, der Fortschritt, wenn nicht geradezu unmöglich ist, so doch außerordentlich lang- sam vor sich geht.",0
37,"Wenn nun dieses Ziel auch nicht mit einem Schlage zu erreichen ist, so ist doch schon viel gewonnen, wenn es nur gelingt, all- gemeine Vorstellungen zu bilden, welche eine Erklärung der Variabilität auf mechanischer Grundlage anbahnen.",0
38,"Die Ansicht Rousseaus und seiner Anhänger, daß nämlich der Naturzustand, d. h. dieser gesellschaftslose Zustand, ein glücklicher, seliger Zustand des Menschen gewesen sein soll, kann 1) Vgl.",0
39,"Die Umgebungswelt des Menschen läßt sich in zwei große Teile zerlegen, nämlich die ihm ungleichartige Umgebimgswelt, d. h. die gesamte Umgebungs- welt mit Ausnahme des Menschen, oder wie man sie auch wohl unpassend genug nennt: das Klima — der richtige Ausdruck ist »geographische Pro-« vinz« — und die ihm gleichartige Umgelmngswelt, d. h. die übrigen Menschen.",0
40,"verlaufs; sie hat Naturforschung in dem von uns beschriebenen Sinn sein wollen, so daß ihr alle menschlichen Zweckvorstellungen, Bestrebungen, geistigen Strömungen nur als unroirlsame Begleiterscheinungen, als unwesentliche Zugaben des Geschichtsverlaufs gegolten haben Für den Materialismus im eigentlichen Sinn dürfen Vorstellungen Bewußtseinsorgane überhaupt, nur aufspritzenden Blasen gleichen, die auf die Richtung des ungehindert dahinbransenden Stroms keinen Einfluß auszuüben vermögen.",2
41,"Das Charakte- ristikum des Staates ist, daß innerhalb seiner Grenzen lediglich das von ihm gesetzte oder gebilligte Recht gilt.",0
42,Mit 21 Jahren wird er Gesell und mit 30 Jahren heiratet er und fängt ein eigenes Tischlergeschäft an.,0
43,"Die Unterdrückung des Übels ist eine Unmöglichkeit, weil die Ursache desselben zu tief in der animalischen Natur begründet ist.",0
44,"Durch diesen Vorgang werden die Vererbungsanlagen der beiden Zellen gemischt, woraus sich die bekannte Tatsache erklärt, daß das Kind ebenso dem Vater wie der Mutter gleichen kann.",0
45,"Daher das merkwürdige Schauspiel, hier einen Geschichts- schreiber zu finden, der nichts von politischer Ökonomie versteht, dort einen, der nichts von Gesetzgebung weiß und manche andere, die nichts von geist- lichen, philosophischen, statistischen und physischen Sachen verstehen.« Wie man sieht, scheint Ignoranz ein allgemein verbreitetes Übel zu sein; in Eng- land sind es die Historiker, in Deutschland, wie es scheint, die Regierungs- beamten und Juristen und in Amerika, über allen Zweifel erhaben, die Gesetzgeber.",0
46," Die schönste Theorie ist fehlerhaft, wenn sie nicht eine tatsächlich gangbare Brücke zur Verwirklichung aufweist oder herstellt. lich gangbare Brücke zur Verwirklichung aufweist oder herstellt.",1
47,"Wem angesichts des heute verfügbaren Tatsachenmaterials diese neue Richtung wunderbar erscheint, möge bedenken, daß die Zeiten noch nicht sehr weit hinter uns liegen, in denen auch unter den Naturforschern jene Männer eine seltene Ausnahme bildeten, die sich in ihren Anschauungen von dem mächtigen und wohl häufig unbewußten Einfluß kirchlicher Erziehung frei zu machen und frei zu erhalten wußten.",0
48,"Was zunächst den Schmerz anlangt, so tritt er im tierischen Leben ursprünglich als begleitende Erscheinung bei beginnender Zerstörung des leiblichen Lebens auf, mag 1) Bd.",0
49,"Nichtsdestoweniger wird die soziologische Aufgabe durch jenen Gegensatz des Sprachgebrauches in einer Richtung konkreter ge- 1) Dies findet man besonders bei: Gothein, Handwörterbuch der Staatswissen- schaften Artik.",0
50,U. Wir haben von unrem chten Anlagekörpern gesprochen und davon daß der Züchter Teile des Keimguts ausschalte.,0
51,"Gemeineigen- tum entstand erst, als bei gemeinsamen Jagden die Beute nicht mehr von einzelnen, sondern von der Gesamtheit gemacht wurde oder als auf der Stufe der Viehzucht das Vieh gemeinsam eingefangen oder beim Ackerbau der Boden gemeinsam besetzt und erobert wurde.",0
52,"Zur Darlegung des Unterschiedes zwischen diesen beiden Erscheinungen bedient sich H. de Bries eines Bildes, welches von Francis Galton herrührt.",0
53,"Wer ihn zu widerlegen sucht, kann also sicher sein, daß er in diesen breiten Gesellschaftsschichten Anklang finden wird, und mit gleicher Sicherheit kann er auf den Beifall der an Macht höchsten Schichten rechnen.",0
54," Aber die Gestalten und Bilder, welche einmal in seine Seele gefallen sind, arbeiten doch unablässig, ihn zu leiten, oft hat er sich gegen ihre Herrschaft zu wehren, in tausend Fällen folgt er fröhlich ihrem leisen Zuge.",2
55,"Bei ihr kommt zunächst nicht in Betracht, ob die Züchtungsrichtung auch einen direkten Vorteil für die Individuen einschließt.",0
56,Sie hat nur das Recht auf den Unterhalt und im Falle des Todes des Mannes auf ein Dritteil des hinter- lassenen Vermögens; der Rest geht an die Kinder.,0
57,"Andere Naturforscher engen die Möglichkeit der Vererbung erworbener Eigenschaften dahin ein, daß diese Eigenschaften sich teils gar nicht, teils nur in geringem Grade auf die Nachkommen ver- erben, und daß es deshalb vieler Generationen und des steten neuen Erwerbs der fraglichen Eigenschaften bedürfe, um durch allmähliche Summierung des auf die Nachkommen übertragenen kleinen Teils dieser Eigenschaften den Nachkommen schon durch Vererbung die volle Summe dessen zuzuwenden, was die Vorfahren sich erst im Laufe ihres Lebens durch Gewöhnung und Anpassung hatten erwerben müssen.",0
58,"Ihre Hausmacht war nicht groß genug und die Lebensdauer eines Wahlmonarchen nicht lange genug, um eine rücksichtslose Politik der Konfiskation der Lehen durchführen zu können.",0
59,"Doch läßt sich auch der rhetorische Rückschlag der Anekdote gegenüber dem, worin die Chance der Theorie zur Entängstigung des Menschen lag, nicht übersehen.",2
60,"Der Organismus erzeugt zu diesem Zweck be- sondere Fortpflanzungszellen, nämlich die weiblichen Geschlechtszellen, die Eizellen, und die männlichen Geschlechtszelleu, die Samenzellen.",0
61,"Warum hielte sonst die Kirche mit solcher Zähigkeit am Cölibat fest, in dem sich die Sonderstellung des Priesters vor der übrigen Menschheit ja haupt- sächlich dokumentiert?",0
62,"Diejenigen Individuen nun, die durch ihre angeborene Organisation den bestehenden Verhältnissen in ihrer Umgebung am besten angepaßt sind, werden sich auch unter schwierigeren Ernährungsverhältnissen — und die Erlangung hinreichender Nahrung ist für alle Tierarten mit Schwierigkeiten verbunden — am Leben erhalten können, während die schlechter augepaßten zu Grunde gehen.",0
63,"Wenn es sich daher um Prinzipien politischer Entwickelung und Gesetzgebung handelt, so werden wir solche zu- nächst in der Ethik zu suchen und zuzusehen haben, wie diese zu den Prin- zipien der Descendenztheorie stimmen.",0
64,solche durch gewaltsame Verletzung oder durch innere Störung des Gleichgewichts herbei- geführt werden.,0
65,"— Öfter führt jedoch das Auskommen neuer Formen zum Erlöschen der nicht fortgeschrittenen- Unter besonderen Verhältnissen, z.",0
66,"Wie wir gesehen haben, vermag der Darwinismus die Zweckmäßigkeit des Organismus in hohem Grade verständlich zu machen.",0
67,Das Haupt der Familie wurde Führer des Stammes und vererbte seine Autorität meistens auf seinen ältesten Sohn.,0
68,"Vorrede des Herausgebers Das vorliegende Buch konnte zwar nach den Bestimmungen des Preis- ausschreibens keinen Preis erhalten, wurde aber seines sehr beachtenswerten und wichtigen Inhalts wegen zur Veröffentlichung für das Sammelwerk »Natur und Staat« erworben.",0
69,"Durch unser klassifizierendes Denken haben wir in den Haushalt der Natur, der unseren Vorfahren, den Fetischanbetern noch heilloser Wirrwarr, willkürlicher Chaos war, Ordnung, Plan, Zusammenhang System und zuletzt — Gesetzmäßigkeit gebracht oder wenigstens gedeutet.",2
70," Ebenso schnell und leicht, wie die deutschen Völkerschaften zerfielen, wuchsen sie auch zusammen.",2
71,"Der Organisator des mythischen Stoffes schwankt, ob er die Überlebensgunst der Milde und Gerechtigkeit des Zeus zuschreiben oder dem Verlauf der Göttergeschichte die Momente einer Daseinsgarantie für den Menschen entnehmen soll.",2
72,"Beachtenswerter sind schon die Versuche, mit einem neuen Be- obachtungsmaterial andere Erklärungen der Deszendenztheorie zu begründen.",0
73,Darwin kennt sie sehr wohl und er unterscheidet daher zwischen individual differences und single variations.,0
74,"Durch meine bisherigen Ausführungen sind wir gezwungen, dem Probleme vom Ursprung des sozialen Lebens die nachfolgende Präzision zu geben: soweit vom (gesellschaftlichen, d. h. organisierten) Zusammenleben die Rede ist, müssen wir nunmehr notwendig annehmen, daß die Sippe, da sie uns erstens als die erste geschichtliche Form des Zusammenseins von Menschen gegeben wird, und da sie zweitens zugleich als eine Organisation erkannt wurde, nach dem Begriffe des sozialen Lebens das geschichtlich objektiv bekannte erste soziale Leben ist.",0
75,"Paulsens Schlußergebnis lautet1): »Mit der Formel: nicht der objektive Lebens- inhalt, sondern das Gefühl der Befriedigung, mit dem er empfunden wird, ist das absolut Wertvolle, und jener ist nur das an sich gleichgültige Mittel, kann ich die Dinge nicht denken.",0
76,"Mantegazza sieht in der Jungfrau den positiven Anfang zum »Engel«, für den er eine völlige Trennung der Organe der Liebe und der Absonderung postuliert.",0
77," Du bist Petrus, und auf diesen Felsen will ich meine Gemeinde bauen, und die Pforten der Unterwelt sollen sie nicht überwältigen.",2
78,"Denn hier wird die Induktion von vornherein auf besondere Bahnen gelenkt: die Biologisten wollen die Grundprobleme der Soziologie fast ganz und ohne weiteres aus den naturwissenschaftlich biologischen Bestimmungen ab- leiten; die Organiker wollen mit der Betrachtung der Gesellschaft als seines Organismus wie das Individuum höherer Ordnung (mehrzelliges Indivi- duums den Anfang des soziologischen Problems machen, in der Überzeugung, daß, wie sich der eifrigste Anhänger dieser Richtung ausspricht dadurch auch die Induktion erst eine genaue Anwendung auf das Problem erreicht.",0
79,"Nur dann, wenn man das gesellschaftliche Leben als Selbstzweck faßt, wenn man also unter dem Endziel des sozialen Lebens nicht die Ausgestaltung in der Richtung auf irgend ein Ziel hin, sondern lediglich die zur Erhaltung und Beförde- rung des gesellschaftlichen Zusammenlebens zweckmäßige Ausgestaltung ver- steht, kann man jener Subjektivität entgehen.",0
80,[a) Verhältnis von Körperstoff und Keimgut nach Weismann und nach Darwin O Was ergibt sich aus den zweierlei Auffassungen für die Vererbbarkeit körper- licher Abänderungen?,0
81,"In vielen Fällen werden die Schwarzen durch Einschüchterung vom Stimmen abgehalten, oder bei dem Zählen der Stimmen werden die der Schwarzen nicht gezählt, und wenn alles dieses nichts hilft, wird Zuflucht zu dem Revolver genommen.",0
82,"Freilich ward meist das Hauptgewicht auf die Mutter gelegt, in matriarcha- lischer Epoche sogar unter völliger Ableugnung einer Verwandtschaft des Kindes mit dem Vater, woraus sich als Rechtsgrundsatz das partns sequitur ventisem ergab.",0
83,"Januar 1900, Prof. Dr. E. Haeckel, Geh.-Rat Prof. Dr. J. Conrad, Prof. Dr. E. Fraas (Jena) (Halle) (Stuttgart).",0
84,"13 so kommen wir sehr rasch zu der Überzeugung, daß der Mensch in ähnlicher Weise wie Tiere und Pflanzen von dem Klima und dem Charakter des Landes abhängig ist und davon beeinflußt wird.",0
85,"Bei der hierdurch beschränkt Anzahl guter Plätze muß ein Wettbewerb entstehen am Nahrung und Mit- plätze, und von dem Nachwuchs müssen viele mit solchen Plätzen vorbeie nehmen die auf die Dauer nicht genug Nahrung und Schutz bieten.",0
86,"Die Entstehung der feudalen Institutionen gewährt einen guten Einblick in den Einfluß des Grundbesitzes auf die Geschicke der Völker- Als die germanischen Horden in das römische Reich einbrachen, hatte dasselbe seine Widerstandsfähigkeit verloren.",0
87,"177	Unter diesen byzantischen Unsitten, die sich mit dem Mantel der ""Gottesfurcht"" schmücken, blüht der ""praktische Materialismus"", während gleichzeitig der reine Monismus als ""theoretischer Materialismus"" verabscheut wird.",2
88,"B. daß die Gesellschaft als Organisation induktiv bestimmt A ist, so weiß man nunmehr nicht, was das Kontroll-Verfahren dabei mehr leisten kann als nur eine tautologische Analytik des gewonnenen Begriffs; man vergesse licht, daß wenn z.",0
89," Speziell in diesen Fällen waltet diese allerdings glücklicherweise auch trotz unserer Kulturverhältnisse ihres Amtes, wenn auch sehr viel langsamer, da unter diesen verhältnisse ihres Amtes, wenn auch sehr viel langsamer, da unter diesen Kulturzuständen auch Personen mit stark psychopathischen Variationen in ziemlich weitem Umfang Existenz und Fortpflanzung gewährleistet werden.",2
90,"Der männliche Geschlechtsstrom hat einen breiteren Anfang, aber eine kürzere Bahn; der weibliche einen schmäleren Anfang, aber eine längere Bahn.",0
91,"Vielleicht ist jene Hemmung so zu erklären, daß die Eigentümlichkeit des Großvaters, die im Enkel wieder auflebt, im Sohne deshalb nicht zur Entfaltung kommen konnte, weil die Keimzelle des Großvaters bei der Ver- schmelzung mit der Keimzelle der Großmutter inbezug auf jene Eigentüm- lichkeit sich nicht behaupten konnte und den entsprechenden Platz der groß- mütterlichen Keimzelle einräumen mußte.",0
92,"Noch in der späten Theorie gibt es Gesamtheiten von Aussagen, die nur kraft ihrer Unwiderlegbarkeit bestehen und einen Hof um einen Kernbestand an notwendigem Realismus solcher Aussagen bilden, deren Widerlegung letal wäre.",1
93,"Er wies auf die Verschiedenheiten hin, welche bei den Individuen einer Art schon in den Anlagen vorhanden sind, und betonte die im Kampf ums Dasein vor sich gehende Auswahl der passenden Anlagen.",0
94,"Nur empfiehlt er, den Begriff heute soweit zuzulassen, wie er seinem ursprünglichen Wortsinn nach Geltung hatte, nämlich als Unterart (Subspezies), aber nicht als höchsten Gattungsbegriff, zu dem unsere modernen Rassentheoretiker ihren verzogenen Liebling avancieren lassen.",2
95,"Der anthropozentrische Irrtum ist nur der hervorragendste Teil jener Weltanschauung, die in den ersten Kapiteln der biblischen Genesis1) gelehrt 1) Wenn Fleischmann (Die Descendenztheorie, Leipzig 1901, S. 15) sich über diese Hineinziehung der Religion ärgert, so ist das Privatsache.",0
96,"Daß nun ein solches Verhältnis nichts Künstliches enthält, vielmehr ganz natürlich ist und auch ohne weiteres Besinnen von den ersten Menschen als das einzig mögliche verwirklicht wurde, kann die Naturwissenschaft.",0
97,"Dieses erhellt schon daraus, daß Besitztum sich ebenso auf die Kinder vererbt wie die organischen Eigenschaften der Eltern.",0
98,"Das Christentum, das den oberflächlich er- faßten Gattnngsbegriff des Menschen seinem Demiurgos als Archetypus unterschob, um einen Stützpunkt für seine Theorie der allgemeinen Brüder- lichkeit zu haben, hob sie auf.",0
99,"Durch die hohe Entwicklung seines Gedächtnisses und seines Ver- standes und die infolgedessen mögliche Verwertung der von ihm selbst und von den Vorfahren gemachten Erfahrungen, erhebt sich nun der Mensch über die Natur, denn er kann sich vermöge dieser Fähigkeiten von der Natur und damit von der Naturzüchtung und der in ihr liegenden Zweckmäßigkeit bis zu einem gewissen Grade unabhängig machen.",0
100,"Nach M Weismann Uei 11reizelle, MEZZ Muttereizelle (mit dop- zjez pelter Chromosomenzahl), Eis Eizelle nach Abtrennung des ersten und einzigen Richtungs- körpers (JZ-k1).",0
101,"Das Hauptproblen1, um welches es sich nun im Streite des Neo- Darwinismus gegenüber dem Neo-Lamarckismus handelte, ergibt sich somit 24 Alfred Methner, aus der Frage: Ist die sich vollziehende Anpassung des Organismus an die Außenwelt eine Erscheinung, die dergestalt von der Außenwelt bestimmt ist, daß der Organismus nur passiv an ihr teil hat; oder ist sie das Ergebnis einer Funktion des Organismus unter Mitwirkung der Außenwelt als Reiz?",0
102,"Bei einem Stammbaum von solch riesigem Umfang wären dann tausend Jahre wie ein Tag, würden auch Vorgänge von langer »Ist Dauer den Eindruck plötzlicher Katastrophen machen: in dem oben erwähnten Natur und Staat.",0
103,"H. de Bries bemerkt, »je zahlreicher man sich die Seiten eines solchen Polyeders denkt, desto kleiner sind natürlich die Mutationen.",0
104,"In manchen Fällen dieser Art werden vielleicht Fortschritte unserer Kenntnisse noch eine Aufklärung bringen, in anderen wird man dauernd Ausnahmen von der aufgestellten Gesetzmäßigkeit anzuerkennen haben.",0
105,"Nichtsdestoweniger kommen alle diese Gründe und Gegengründe für das soziologische Problem nicht einmal in Betracht: denn es handelt sich nicht darum, ob etwas schädlich oder nützlich ist, sondern darum, ob etwas objektiv vorkommt3), und dies ist auf Grund der angeführten mythologischen und ethnologischen Erscheinungen als eine Tatsache anzusehen.",0
106,"Die Konstanz der Charaktere eines mehr oder minder in sich abgeschlossenen Zeugungskreises beruht also nicht, wie man bisher glaubte, lediglich auf Vererbung, sondern auch auf Angleichung.",0
107,"Kann auch der Züchter weder den einmal vorhandenen fKeiuigntbestand vermehren, noch (falls dies nachgewiesen würde) die Variabilität steigern so ist es ihm doch zweifellos möglich die Form- und Lebensgestaltung des Einzelwesens mittelst veränderter Ernährung abzuändern (vgl.",0
108,Dein Schema von Ursache und Wirkung das dort alles beherrsch.« steht hier das Schema von Mittel und Zweck gegenüber.,0
109,"Natürliche und soziale Entwicklung 39 Man braucht noch nicht erotisch oder gar pervers zu sein, wenn man Wohlgefallen au einem schönen Weibe findet.",0
110,Aus dem Zusammenwirken dieser vier Elemente ergibt sich eine aufsteigende Entwicklungsrichtung der organischen Welt.,0
111,"3) Ich will hier noch dies erwähnen, daß die Widerlegung der Promiskuität durch Spencer, Prinzipien der Soziologie I, S. 231 voreilig ist: er widerlegt sie nämlich durch den Begriff der Urgesellschast, während wir doch den Begriff erst gewinnen wollen.« 44 Eleutheropulos.",0
112,"wieder zu überbrücken, solange die männlichen und weiblichen Individuen einer Art ungehemmte Möglichkeit behalten sich zu paaren und ihre Mark- male in immer neuen den früher vorhandenen ähnlichen Kombinationen aus den Nachwuchs zu übertragen.",0
113,"Was man hier sonst als Methoden der Soziologie anführt, beruht teilweise auf einer schiefen Ausdrucksweise, teilweise ist es nur eine besondere Färbung der induktiven Methode.",0
114,"Mit anderen Worten: die Lebens- erscheinungen eines Individuums sind nicht die unmittelbare Tätigkeit seiner Kraftquellen, mögen diese nun in Form von Zellen, Geweben, Organen oder Personen gefaßt sein, sondern sie sind die durch den Gesamtorganismus bestimmt vorgezeichneten und bedingten Arbeitsleistungen jener Kräfte (Goette).",0
115,"Für das, was beim Tode Jesu geschah, leistet die äußerste Übertreibung erst Tertullian, der nicht nur als Jurist rhetorisch eifert, sondern seiner Affinität zum Weltschwund Ausdruck verschafft, wenn er die Passionsverfinsterung mit dem Titel des casus mundi belegt.",2
116," […] und wie es darum zu jener Zeit, als die Anatomie und Pathologie des menschlichen Körpers noch auf tiefer Stufe standen, mit Recht im allgemeinen für unheilvoll und unstatthaft galt, solche operative Eingriffe zu machen, die eine gewaltige Störung in dem lebendigen Maschinenwerk hervorrufen mußten […] werk hervorrufen mußten […]",2
117,"Ich stimme hier mit Kollmann5) überein, der die Nichtvererbung erworbener Eigenschaften wohl mit Recht auf den Wider- stand zurückführt, der aus der Konstanz der Rasse resultiert.",0
118,"Denn wie die Arbeit an seinen [des Mythos‘] Gestalten und Inhalten selbst, ist auch die Mythologie seiner Entstehung ein Reagens auf eine Form der Arbeit an ihm und auf die hereditäre Hartnäckigkeit seines Mitgehens durch die Geschichte.",2
119,Dann aber werden auch die von dem so veränderten Keimgut bestimmten Entwicklungsvorgänge nicht mehr genau den gleichen Verlauf haben können.,0
120,"4) Es sei erwähnt, daß nur die Bestimmung des sozialen Lebens von Stammler als formelle Bestimmung der Wahrheit nahesteht: »soziales Leben ist äußerlich geregeltes 2 Eleutheropnlos.",0
121,"Die Antwort muß lauten: es ist ein Keim, d«r die Fähigkeit besitzt, unter bestimmten Bedingungen sich zu einem Huhn zu entwickeln.",0
